date,country,keyword,interest
2021-11-01,GB,Cardano,36
2021-11-08,GB,Cardano,26
2021-11-15,GB,Cardano,34
2021-11-22,GB,Cardano,31
2021-11-29,GB,Cardano,27
2021-12-06,GB,Cardano,21
2021-12-13,GB,Cardano,56
2021-12-20,GB,Cardano,49
2021-12-27,GB,Cardano,57
2022-01-03,GB,Cardano,62
2022-01-10,GB,Cardano,100
2022-01-17,GB,Cardano,63
2022-01-24,GB,Cardano,61
2022-01-31,GB,Cardano,61
2022-02-07,GB,Cardano,42
2022-02-14,GB,Cardano,58
2022-02-21,GB,Cardano,42
2022-02-28,GB,Cardano,43
2022-03-07,GB,Cardano,38
2022-03-14,GB,Cardano,67
2022-03-21,GB,Cardano,60
2022-03-28,GB,Cardano,45
2022-04-04,GB,Cardano,36
2022-04-11,GB,Cardano,36
2022-04-18,GB,Cardano,34
2022-04-25,GB,Cardano,35
2022-05-02,GB,Cardano,59
2022-05-09,GB,Cardano,38
2022-05-16,GB,Cardano,37
2022-05-23,GB,Cardano,45
2022-05-30,GB,Cardano,37
2022-06-06,GB,Cardano,42
2022-06-13,GB,Cardano,34
2022-06-20,GB,Cardano,28
2022-06-27,GB,Cardano,29
2022-07-04,GB,Cardano,27
2022-07-11,GB,Cardano,30
2022-07-18,GB,Cardano,30
2022-07-25,GB,Cardano,26
2022-08-01,GB,Cardano,28
2022-08-08,GB,Cardano,29
2022-08-15,GB,Cardano,24
2022-08-22,GB,Cardano,28
2022-08-29,GB,Cardano,28
2022-09-05,GB,Cardano,26
2022-09-12,GB,Cardano,28
2022-09-19,GB,Cardano,24
2022-09-26,GB,Cardano,23
2022-10-03,GB,Cardano,26
2022-10-10,GB,Cardano,23
2022-10-17,GB,Cardano,28
2022-10-24,GB,Cardano,23
2022-10-31,GB,Cardano,28
2022-11-07,GB,Cardano,27
2022-11-14,GB,Cardano,25
2022-11-21,GB,Cardano,21
2022-11-28,GB,Cardano,19
2022-12-05,GB,Cardano,21
2022-12-12,GB,Cardano,21
2022-12-19,GB,Cardano,20
2022-12-26,GB,Cardano,21
2023-01-02,GB,Cardano,28
2023-01-09,GB,Cardano,27
2023-01-16,GB,Cardano,27
2023-01-23,GB,Cardano,25
2023-01-30,GB,Cardano,22
2023-02-06,GB,Cardano,21
2023-02-13,GB,Cardano,20
2023-02-20,GB,Cardano,17
2023-02-27,GB,Cardano,16
2023-03-06,GB,Cardano,18
2023-03-13,GB,Cardano,23
2023-03-20,GB,Cardano,19
2023-03-27,GB,Cardano,20
2023-04-03,GB,Cardano,27
2023-04-10,GB,Cardano,23
2023-04-17,GB,Cardano,18
2023-04-24,GB,Cardano,18
2023-05-01,GB,Cardano,16
2023-05-08,GB,Cardano,16
2023-05-15,GB,Cardano,15
2023-05-22,GB,Cardano,17
2023-05-29,GB,Cardano,26
2023-06-05,GB,Cardano,21
2023-06-12,GB,Cardano,18
2023-06-19,GB,Cardano,18
2023-06-26,GB,Cardano,17
2023-07-03,GB,Cardano,22
2023-07-10,GB,Cardano,19
2023-07-17,GB,Cardano,17
2023-07-24,GB,Cardano,15
2023-07-31,GB,Cardano,15
2023-08-07,GB,Cardano,17
2023-08-14,GB,Cardano,14
2023-08-21,GB,Cardano,14
2023-08-28,GB,Cardano,13
2023-09-04,GB,Cardano,14
2023-09-11,GB,Cardano,13
2023-09-18,GB,Cardano,13
2023-09-25,GB,Cardano,17
2023-10-02,GB,Cardano,14
2023-10-09,GB,Cardano,16
2023-10-16,GB,Cardano,21
2023-10-23,GB,Cardano,24
2023-10-30,GB,Cardano,32
2023-11-06,GB,Cardano,29
2023-11-13,GB,Cardano,24
2023-11-20,GB,Cardano,23
2023-11-27,GB,Cardano,45
2023-12-04,GB,Cardano,48
2023-12-11,GB,Cardano,37
2023-12-18,GB,Cardano,38
2023-12-25,GB,Cardano,31
2024-01-01,GB,Cardano,35
2024-01-08,GB,Cardano,26
2024-01-15,GB,Cardano,21
2024-01-22,GB,Cardano,20
2024-01-29,GB,Cardano,20
2024-02-05,GB,Cardano,30
2024-02-12,GB,Cardano,29
2024-02-19,GB,Cardano,42
2024-02-26,GB,Cardano,52
2024-03-04,GB,Cardano,45
2024-03-11,GB,Cardano,33
2024-03-18,GB,Cardano,31
2024-03-25,GB,Cardano,25
2024-04-01,GB,Cardano,23
2024-04-08,GB,Cardano,23
2024-04-15,GB,Cardano,21
2024-04-22,GB,Cardano,16
2024-04-29,GB,Cardano,14
2024-05-06,GB,Cardano,16
2024-05-13,GB,Cardano,18
2024-05-20,GB,Cardano,16
2024-05-27,GB,Cardano,16
2024-06-03,GB,Cardano,18
2024-06-10,GB,Cardano,13
2024-06-17,GB,Cardano,15
2024-06-24,GB,Cardano,15
2024-07-01,GB,Cardano,18
2024-07-08,GB,Cardano,20
2024-07-15,GB,Cardano,16
2024-07-22,GB,Cardano,14
2024-07-29,GB,Cardano,20
2024-08-05,GB,Cardano,13
2024-08-12,GB,Cardano,16
2024-08-19,GB,Cardano,16
2024-08-26,GB,Cardano,17
2024-09-02,GB,Cardano,16
2024-09-09,GB,Cardano,16
2024-09-16,GB,Cardano,18
2024-09-23,GB,Cardano,13
2024-09-30,GB,Cardano,14
2024-10-07,GB,Cardano,16
2024-10-14,GB,Cardano,17
2024-10-21,GB,Cardano,18
2024-10-28,GB,Cardano,31
2024-11-04,GB,Cardano,86
2024-11-11,GB,Cardano,100
2024-11-18,GB,Cardano,72
2024-11-25,GB,Cardano,89
2024-12-02,GB,Cardano,58
2024-12-09,GB,Cardano,49
2024-12-16,GB,Cardano,32
2024-12-23,GB,Cardano,36
2024-12-30,GB,Cardano,40
2025-01-06,GB,Cardano,48
2025-01-13,GB,Cardano,43
2025-01-20,GB,Cardano,30
2025-01-27,GB,Cardano,32
2025-02-03,GB,Cardano,29
2025-02-10,GB,Cardano,25
2025-02-17,GB,Cardano,23
2025-02-24,GB,Cardano,67
2025-03-03,GB,Cardano,29
2025-03-10,GB,Cardano,21
2025-03-17,GB,Cardano,20
2025-03-24,GB,Cardano,17
2025-03-31,GB,Cardano,22
2025-04-07,GB,Cardano,16
2025-04-14,GB,Cardano,22
2025-04-21,GB,Cardano,19
2025-04-28,GB,Cardano,18
2025-05-05,GB,Cardano,23
2025-05-12,GB,Cardano,21
2025-05-19,GB,Cardano,19
2025-05-26,GB,Cardano,15
2025-06-02,GB,Cardano,16
2025-06-09,GB,Cardano,16
2025-06-16,GB,Cardano,17
2025-06-23,GB,Cardano,19
2025-06-30,GB,Cardano,21
2025-07-07,GB,Cardano,31
2025-07-14,GB,Cardano,31
2025-07-21,GB,Cardano,26
2025-07-28,GB,Cardano,23
2025-08-04,GB,Cardano,34
2025-08-11,GB,Cardano,28
2025-08-18,GB,Cardano,22
2025-08-25,GB,Cardano,17
2025-09-01,GB,Cardano,22
2025-09-08,GB,Cardano,18
2025-09-15,GB,Cardano,17
2025-09-22,GB,Cardano,18
2025-09-29,GB,Cardano,22
2017-12-25,IN,Cardano,100
2018-01-01,IN,Cardano,58
2018-01-08,IN,Cardano,33
2018-01-15,IN,Cardano,27
2018-01-22,IN,Cardano,21
2018-01-29,IN,Cardano,17
2018-02-05,IN,Cardano,20
2018-02-12,IN,Cardano,16
2018-02-19,IN,Cardano,16
2018-02-26,IN,Cardano,16
2018-03-05,IN,Cardano,13
2018-03-12,IN,Cardano,13
2018-03-19,IN,Cardano,11
2018-03-26,IN,Cardano,9
2018-04-02,IN,Cardano,11
2018-04-09,IN,Cardano,14
2018-04-16,IN,Cardano,12
2018-04-23,IN,Cardano,13
2018-04-30,IN,Cardano,6
2018-05-07,IN,Cardano,7
2018-05-14,IN,Cardano,6
2018-05-21,IN,Cardano,7
2018-05-28,IN,Cardano,5
2018-06-04,IN,Cardano,6
2018-06-11,IN,Cardano,4
2018-06-18,IN,Cardano,5
2018-06-25,IN,Cardano,7
2018-07-02,IN,Cardano,4
2018-07-09,IN,Cardano,7
2018-07-16,IN,Cardano,7
2018-07-23,IN,Cardano,6
2018-07-30,IN,Cardano,5
2018-08-06,IN,Cardano,5
2018-08-13,IN,Cardano,6
2018-08-20,IN,Cardano,5
2018-08-27,IN,Cardano,6
2018-09-03,IN,Cardano,6
2018-09-10,IN,Cardano,6
2018-09-17,IN,Cardano,8
2018-09-24,IN,Cardano,6
2018-10-01,IN,Cardano,5
2018-10-08,IN,Cardano,6
2018-10-15,IN,Cardano,5
2018-10-22,IN,Cardano,6
2018-10-29,IN,Cardano,6
2018-11-05,IN,Cardano,5
2018-11-12,IN,Cardano,5
2018-11-19,IN,Cardano,7
2018-11-26,IN,Cardano,4
2018-12-03,IN,Cardano,4
2018-12-10,IN,Cardano,5
2018-12-17,IN,Cardano,6
2018-12-24,IN,Cardano,7
2018-12-31,IN,Cardano,5
2019-01-07,IN,Cardano,6
2019-01-14,IN,Cardano,5
2019-01-21,IN,Cardano,6
2019-01-28,IN,Cardano,3
2019-02-04,IN,Cardano,5
2019-02-11,IN,Cardano,6
2019-02-18,IN,Cardano,3
2019-02-25,IN,Cardano,4
2019-03-04,IN,Cardano,6
2019-03-11,IN,Cardano,8
2019-03-18,IN,Cardano,5
2019-03-25,IN,Cardano,7
2019-04-01,IN,Cardano,4
2019-04-08,IN,Cardano,4
2019-04-15,IN,Cardano,5
2019-04-22,IN,Cardano,4
2019-04-29,IN,Cardano,4
2019-05-06,IN,Cardano,4
2019-05-13,IN,Cardano,4
2019-05-20,IN,Cardano,5
2019-05-27,IN,Cardano,4
2019-06-03,IN,Cardano,5
2019-06-10,IN,Cardano,5
2019-06-17,IN,Cardano,5
2019-06-24,IN,Cardano,3
2019-07-01,IN,Cardano,5
2019-07-08,IN,Cardano,3
2019-07-15,IN,Cardano,3
2019-07-22,IN,Cardano,5
2019-07-29,IN,Cardano,2
2019-08-05,IN,Cardano,2
2019-08-12,IN,Cardano,3
2019-08-19,IN,Cardano,3
2019-08-26,IN,Cardano,4
2019-09-02,IN,Cardano,5
2019-09-09,IN,Cardano,3
2019-09-16,IN,Cardano,3
2019-09-23,IN,Cardano,2
2019-09-30,IN,Cardano,4
2019-10-07,IN,Cardano,2
2019-10-14,IN,Cardano,0
2019-10-21,IN,Cardano,3
2019-10-28,IN,Cardano,2
2019-11-04,IN,Cardano,0
2019-11-11,IN,Cardano,4
2019-11-18,IN,Cardano,3
2019-11-25,IN,Cardano,3
2019-12-02,IN,Cardano,0
2019-12-09,IN,Cardano,3
2019-12-16,IN,Cardano,2
2019-12-23,IN,Cardano,0
2019-12-30,IN,Cardano,2
2020-01-06,IN,Cardano,2
2020-01-13,IN,Cardano,2
2020-01-20,IN,Cardano,2
2020-01-27,IN,Cardano,1
2020-02-03,IN,Cardano,1
2020-02-10,IN,Cardano,2
2020-02-17,IN,Cardano,2
2020-02-24,IN,Cardano,2
2020-03-02,IN,Cardano,1
2020-03-09,IN,Cardano,1
2020-03-16,IN,Cardano,1
2020-03-23,IN,Cardano,0
2020-03-30,IN,Cardano,2
2020-04-06,IN,Cardano,1
2020-04-13,IN,Cardano,2
2020-04-20,IN,Cardano,2
2020-04-27,IN,Cardano,2
2020-05-04,IN,Cardano,2
2020-05-11,IN,Cardano,3
2020-05-18,IN,Cardano,3
2020-05-25,IN,Cardano,4
2020-06-01,IN,Cardano,3
2020-06-08,IN,Cardano,2
2020-06-15,IN,Cardano,2
2020-06-22,IN,Cardano,3
2020-06-29,IN,Cardano,4
2020-07-06,IN,Cardano,3
2020-07-13,IN,Cardano,3
2020-07-20,IN,Cardano,5
2020-07-27,IN,Cardano,4
2020-08-03,IN,Cardano,3
2020-08-10,IN,Cardano,3
2020-08-17,IN,Cardano,3
2020-08-24,IN,Cardano,2
2020-08-31,IN,Cardano,2
2020-09-07,IN,Cardano,2
2020-09-14,IN,Cardano,2
2020-09-21,IN,Cardano,1
2020-09-28,IN,Cardano,0
2020-10-05,IN,Cardano,1
2020-10-12,IN,Cardano,1
2020-10-19,IN,Cardano,2
2020-10-26,IN,Cardano,2
2020-11-02,IN,Cardano,2
2020-11-09,IN,Cardano,2
2020-11-16,IN,Cardano,4
2020-11-23,IN,Cardano,3
2020-11-30,IN,Cardano,3
2020-12-07,IN,Cardano,3
2020-12-14,IN,Cardano,4
2020-12-21,IN,Cardano,6
2020-12-28,IN,Cardano,10
2021-01-04,IN,Cardano,11
2021-01-11,IN,Cardano,8
2021-01-18,IN,Cardano,9
2021-01-25,IN,Cardano,13
2021-02-01,IN,Cardano,26
2021-02-08,IN,Cardano,19
2021-02-15,IN,Cardano,29
2021-02-22,IN,Cardano,32
2021-03-01,IN,Cardano,20
2021-03-08,IN,Cardano,28
2021-03-15,IN,Cardano,15
2021-03-22,IN,Cardano,20
2021-03-29,IN,Cardano,19
2021-04-05,IN,Cardano,27
2021-04-12,IN,Cardano,23
2021-04-19,IN,Cardano,25
2021-04-26,IN,Cardano,41
2021-05-03,IN,Cardano,94
2021-05-10,IN,Cardano,100
2021-05-17,IN,Cardano,57
2021-05-24,IN,Cardano,49
2021-05-31,IN,Cardano,33
2021-06-07,IN,Cardano,27
2021-06-14,IN,Cardano,23
2021-06-21,IN,Cardano,24
2021-06-28,IN,Cardano,21
2021-07-05,IN,Cardano,18
2021-07-12,IN,Cardano,14
2021-07-19,IN,Cardano,19
2021-07-26,IN,Cardano,19
2021-08-02,IN,Cardano,41
2021-08-09,IN,Cardano,49
2021-08-16,IN,Cardano,81
2021-08-23,IN,Cardano,60
2021-08-30,IN,Cardano,60
2021-09-06,IN,Cardano,56
2021-09-13,IN,Cardano,36
2021-09-20,IN,Cardano,31
2021-09-27,IN,Cardano,27
2021-10-04,IN,Cardano,28
2021-10-11,IN,Cardano,35
2021-10-18,IN,Cardano,39
2021-10-25,IN,Cardano,42
2021-11-01,IN,Cardano,46
2021-11-08,IN,Cardano,40
2021-11-15,IN,Cardano,42
2021-11-22,IN,Cardano,36
2021-11-29,IN,Cardano,32
2021-12-06,IN,Cardano,28
2021-12-13,IN,Cardano,59
2021-12-20,IN,Cardano,60
2021-12-27,IN,Cardano,70
2022-01-03,IN,Cardano,68
2022-01-10,IN,Cardano,100
2022-01-17,IN,Cardano,75
2022-01-24,IN,Cardano,73
2022-01-31,IN,Cardano,68
2022-02-07,IN,Cardano,56
2022-02-14,IN,Cardano,58
2022-02-21,IN,Cardano,48
2022-02-28,IN,Cardano,47
2022-03-07,IN,Cardano,53
2022-03-14,IN,Cardano,62
2022-03-21,IN,Cardano,50
2022-03-28,IN,Cardano,44
2022-04-04,IN,Cardano,38
2022-04-11,IN,Cardano,33
2022-04-18,IN,Cardano,33
2022-04-25,IN,Cardano,33
2022-05-02,IN,Cardano,44
2022-05-09,IN,Cardano,33
2022-05-16,IN,Cardano,30
2022-05-23,IN,Cardano,32
2022-05-30,IN,Cardano,28
2022-06-06,IN,Cardano,32
2022-06-13,IN,Cardano,28
2022-06-20,IN,Cardano,24
2022-06-27,IN,Cardano,24
2022-07-04,IN,Cardano,24
2022-07-11,IN,Cardano,22
2022-07-18,IN,Cardano,24
2022-07-25,IN,Cardano,18
2022-08-01,IN,Cardano,23
2022-08-08,IN,Cardano,24
2022-08-15,IN,Cardano,21
2022-08-22,IN,Cardano,22
2022-08-29,IN,Cardano,18
2022-09-05,IN,Cardano,22
2022-09-12,IN,Cardano,24
2022-09-19,IN,Cardano,17
2022-09-26,IN,Cardano,16
2022-10-03,IN,Cardano,17
2022-10-10,IN,Cardano,18
2022-10-17,IN,Cardano,21
2022-10-24,IN,Cardano,18
2022-10-31,IN,Cardano,17
2022-11-07,IN,Cardano,18
2022-11-14,IN,Cardano,17
2022-11-21,IN,Cardano,15
2022-11-28,IN,Cardano,12
2022-12-05,IN,Cardano,13
2022-12-12,IN,Cardano,16
2022-12-19,IN,Cardano,12
2022-12-26,IN,Cardano,17
2023-01-02,IN,Cardano,19
2023-01-09,IN,Cardano,16
2023-01-16,IN,Cardano,16
2023-01-23,IN,Cardano,18
2023-01-30,IN,Cardano,18
2023-02-06,IN,Cardano,16
2023-02-13,IN,Cardano,17
2023-02-20,IN,Cardano,10
2023-02-27,IN,Cardano,14
2023-03-06,IN,Cardano,14
2023-03-13,IN,Cardano,15
2023-03-20,IN,Cardano,13
2023-03-27,IN,Cardano,17
2023-04-03,IN,Cardano,15
2023-04-10,IN,Cardano,13
2023-04-17,IN,Cardano,14
2023-04-24,IN,Cardano,9
2023-05-01,IN,Cardano,11
2023-05-08,IN,Cardano,10
2023-05-15,IN,Cardano,12
2023-05-22,IN,Cardano,11
2023-05-29,IN,Cardano,13
2023-06-05,IN,Cardano,12
2023-06-12,IN,Cardano,12
2023-06-19,IN,Cardano,12
2023-06-26,IN,Cardano,11
2023-07-03,IN,Cardano,13
2023-07-10,IN,Cardano,10
2023-07-17,IN,Cardano,11
2023-07-24,IN,Cardano,10
2023-07-31,IN,Cardano,10
2023-08-07,IN,Cardano,9
2023-08-14,IN,Cardano,10
2023-08-21,IN,Cardano,10
2023-08-28,IN,Cardano,9
2023-09-04,IN,Cardano,10
2023-09-11,IN,Cardano,9
2023-09-18,IN,Cardano,9
2023-09-25,IN,Cardano,7
2023-10-02,IN,Cardano,7
2023-10-09,IN,Cardano,7
2023-10-16,IN,Cardano,15
2023-10-23,IN,Cardano,12
2023-10-30,IN,Cardano,16
2023-11-06,IN,Cardano,16
2023-11-13,IN,Cardano,15
2023-11-20,IN,Cardano,16
2023-11-27,IN,Cardano,29
2023-12-04,IN,Cardano,42
2023-12-11,IN,Cardano,39
2023-12-18,IN,Cardano,38
2023-12-25,IN,Cardano,35
2024-01-01,IN,Cardano,31
2024-01-08,IN,Cardano,23
2024-01-15,IN,Cardano,23
2024-01-22,IN,Cardano,19
2024-01-29,IN,Cardano,21
2024-02-05,IN,Cardano,24
2024-02-12,IN,Cardano,29
2024-02-19,IN,Cardano,40
2024-02-26,IN,Cardano,49
2024-03-04,IN,Cardano,45
2024-03-11,IN,Cardano,34
2024-03-18,IN,Cardano,26
2024-03-25,IN,Cardano,26
2024-04-01,IN,Cardano,20
2024-04-08,IN,Cardano,18
2024-04-15,IN,Cardano,15
2024-04-22,IN,Cardano,16
2024-04-29,IN,Cardano,13
2024-05-06,IN,Cardano,14
2024-05-13,IN,Cardano,15
2024-05-20,IN,Cardano,18
2024-05-27,IN,Cardano,14
2024-06-03,IN,Cardano,13
2024-06-10,IN,Cardano,17
2024-06-17,IN,Cardano,15
2024-06-24,IN,Cardano,11
2024-07-01,IN,Cardano,14
2024-07-08,IN,Cardano,17
2024-07-15,IN,Cardano,17
2024-07-22,IN,Cardano,15
2024-07-29,IN,Cardano,21
2024-08-05,IN,Cardano,15
2024-08-12,IN,Cardano,19
2024-08-19,IN,Cardano,13
2024-08-26,IN,Cardano,16
2024-09-02,IN,Cardano,13
2024-09-09,IN,Cardano,10
2024-09-16,IN,Cardano,26
2024-09-23,IN,Cardano,12
2024-09-30,IN,Cardano,12
2024-10-07,IN,Cardano,20
2024-10-14,IN,Cardano,22
2024-10-21,IN,Cardano,22
2024-10-28,IN,Cardano,37
2024-11-04,IN,Cardano,78
2024-11-11,IN,Cardano,91
2024-11-18,IN,Cardano,76
2024-11-25,IN,Cardano,100
2024-12-02,IN,Cardano,75
2024-12-09,IN,Cardano,59
2024-12-16,IN,Cardano,38
2024-12-23,IN,Cardano,41
2024-12-30,IN,Cardano,47
2025-01-06,IN,Cardano,48
2025-01-13,IN,Cardano,56
2025-01-20,IN,Cardano,35
2025-01-27,IN,Cardano,35
2025-02-03,IN,Cardano,30
2025-02-10,IN,Cardano,33
2025-02-17,IN,Cardano,30
2025-02-24,IN,Cardano,71
2025-03-03,IN,Cardano,28
2025-03-10,IN,Cardano,23
2025-03-17,IN,Cardano,19
2025-03-24,IN,Cardano,18
2025-03-31,IN,Cardano,22
2025-04-07,IN,Cardano,18
2025-04-14,IN,Cardano,20
2025-04-21,IN,Cardano,12
2025-04-28,IN,Cardano,19
2025-05-05,IN,Cardano,25
2025-05-12,IN,Cardano,18
2025-05-19,IN,Cardano,17
2025-05-26,IN,Cardano,17
2025-06-02,IN,Cardano,16
2025-06-09,IN,Cardano,15
2025-06-16,IN,Cardano,19
2025-06-23,IN,Cardano,17
2025-06-30,IN,Cardano,20
2025-07-07,IN,Cardano,24
2025-07-14,IN,Cardano,24
2025-07-21,IN,Cardano,23
2025-07-28,IN,Cardano,21
2025-08-04,IN,Cardano,31
2025-08-11,IN,Cardano,22
2025-08-18,IN,Cardano,25
2025-08-25,IN,Cardano,18
2025-09-01,IN,Cardano,11
2025-09-08,IN,Cardano,23
2025-09-15,IN,Cardano,19
2025-09-22,IN,Cardano,15
2025-09-29,IN,Cardano,18
2017-12-25,JP,Cardano,100
2018-01-01,JP,Cardano,89
2018-01-08,JP,Cardano,65
2018-01-15,JP,Cardano,44
2018-01-22,JP,Cardano,38
2018-01-29,JP,Cardano,27
2018-02-05,JP,Cardano,35
2018-02-12,JP,Cardano,29
2018-02-19,JP,Cardano,35
2018-02-26,JP,Cardano,22
2018-03-05,JP,Cardano,20
2018-03-12,JP,Cardano,0
2018-03-19,JP,Cardano,17
2018-03-26,JP,Cardano,30
2018-04-02,JP,Cardano,19
2018-04-09,JP,Cardano,23
2018-04-16,JP,Cardano,21
2018-04-23,JP,Cardano,28
2018-04-30,JP,Cardano,0
2018-05-07,JP,Cardano,20
2018-05-14,JP,Cardano,0
2018-05-21,JP,Cardano,16
2018-05-28,JP,Cardano,18
2018-06-04,JP,Cardano,19
2018-06-11,JP,Cardano,0
2018-06-18,JP,Cardano,22
2018-06-25,JP,Cardano,16
2018-07-02,JP,Cardano,0
2018-07-09,JP,Cardano,0
2018-07-16,JP,Cardano,22
2018-07-23,JP,Cardano,0
2018-07-30,JP,Cardano,0
2018-08-06,JP,Cardano,0
2018-08-13,JP,Cardano,0
2018-08-20,JP,Cardano,0
2018-08-27,JP,Cardano,0
2018-09-03,JP,Cardano,18
2018-09-10,JP,Cardano,19
2018-09-17,JP,Cardano,0
2018-09-24,JP,Cardano,0
2018-10-01,JP,Cardano,0
2018-10-08,JP,Cardano,18
2018-10-15,JP,Cardano,0
2018-10-22,JP,Cardano,18
2018-10-29,JP,Cardano,0
2018-11-05,JP,Cardano,0
2018-11-12,JP,Cardano,0
2018-11-19,JP,Cardano,0
2018-11-26,JP,Cardano,0
2018-12-03,JP,Cardano,0
2018-12-10,JP,Cardano,0
2018-12-17,JP,Cardano,0
2018-12-24,JP,Cardano,0
2018-12-31,JP,Cardano,0
2019-01-07,JP,Cardano,0
2019-01-14,JP,Cardano,0
2019-01-21,JP,Cardano,0
2019-01-28,JP,Cardano,0
2019-02-04,JP,Cardano,0
2019-02-11,JP,Cardano,0
2019-02-18,JP,Cardano,0
2019-02-25,JP,Cardano,0
2019-03-04,JP,Cardano,0
2019-03-11,JP,Cardano,0
2019-03-18,JP,Cardano,0
2019-03-25,JP,Cardano,0
2019-04-01,JP,Cardano,0
2019-04-08,JP,Cardano,0
2019-04-15,JP,Cardano,0
2019-04-22,JP,Cardano,0
2019-04-29,JP,Cardano,0
2019-05-06,JP,Cardano,0
2019-05-13,JP,Cardano,0
2019-05-20,JP,Cardano,0
2019-05-27,JP,Cardano,0
2019-06-03,JP,Cardano,0
2019-06-10,JP,Cardano,0
2019-06-17,JP,Cardano,16
2019-06-24,JP,Cardano,0
2019-07-01,JP,Cardano,0
2019-07-08,JP,Cardano,0
2019-07-15,JP,Cardano,0
2019-07-22,JP,Cardano,0
2019-07-29,JP,Cardano,0
2019-08-05,JP,Cardano,0
2019-08-12,JP,Cardano,0
2019-08-19,JP,Cardano,0
2019-08-26,JP,Cardano,0
2019-09-02,JP,Cardano,0
2019-09-09,JP,Cardano,0
2019-09-16,JP,Cardano,0
2019-09-23,JP,Cardano,0
2019-09-30,JP,Cardano,0
2019-10-07,JP,Cardano,0
2019-10-14,JP,Cardano,0
2019-10-21,JP,Cardano,0
2019-10-28,JP,Cardano,0
2019-11-04,JP,Cardano,0
2019-11-11,JP,Cardano,0
2019-11-18,JP,Cardano,0
2019-11-25,JP,Cardano,0
2019-12-02,JP,Cardano,0
2019-12-09,JP,Cardano,0
2019-12-16,JP,Cardano,0
2019-12-23,JP,Cardano,0
2019-12-30,JP,Cardano,0
2020-01-06,JP,Cardano,0
2020-01-13,JP,Cardano,23
2020-01-20,JP,Cardano,0
2020-01-27,JP,Cardano,0
2020-02-03,JP,Cardano,0
2020-02-10,JP,Cardano,0
2020-02-17,JP,Cardano,0
2020-02-24,JP,Cardano,0
2020-03-02,JP,Cardano,0
2020-03-09,JP,Cardano,0
2020-03-16,JP,Cardano,0
2020-03-23,JP,Cardano,0
2020-03-30,JP,Cardano,0
2020-04-06,JP,Cardano,0
2020-04-13,JP,Cardano,0
2020-04-20,JP,Cardano,0
2020-04-27,JP,Cardano,0
2020-05-04,JP,Cardano,0
2020-05-11,JP,Cardano,0
2020-05-18,JP,Cardano,0
2020-05-25,JP,Cardano,0
2020-06-01,JP,Cardano,0
2020-06-08,JP,Cardano,0
2020-06-15,JP,Cardano,0
2020-06-22,JP,Cardano,18
2020-06-29,JP,Cardano,26
2020-07-06,JP,Cardano,20
2020-07-13,JP,Cardano,0
2020-07-20,JP,Cardano,28
2020-07-27,JP,Cardano,35
2020-08-03,JP,Cardano,18
2020-08-10,JP,Cardano,0
2020-08-17,JP,Cardano,22
2020-08-24,JP,Cardano,19
2020-08-31,JP,Cardano,0
2020-09-07,JP,Cardano,0
2020-09-14,JP,Cardano,0
2020-09-21,JP,Cardano,0
2020-09-28,JP,Cardano,24
2020-10-05,JP,Cardano,0
2020-10-12,JP,Cardano,0
2020-10-19,JP,Cardano,0
2020-10-26,JP,Cardano,0
2020-11-02,JP,Cardano,0
2020-11-09,JP,Cardano,0
2020-11-16,JP,Cardano,0
2020-11-23,JP,Cardano,21
2020-11-30,JP,Cardano,0
2020-12-07,JP,Cardano,0
2020-12-14,JP,Cardano,26
2020-12-21,JP,Cardano,0
2020-12-28,JP,Cardano,36
2021-01-04,JP,Cardano,30
2021-01-11,JP,Cardano,0
2021-01-18,JP,Cardano,0
2021-01-25,JP,Cardano,34
2021-02-01,JP,Cardano,86
2021-02-08,JP,Cardano,65
2021-02-15,JP,Cardano,66
2021-02-22,JP,Cardano,83
2021-03-01,JP,Cardano,56
2021-03-08,JP,Cardano,66
2021-03-15,JP,Cardano,38
2021-03-22,JP,Cardano,46
2021-03-29,JP,Cardano,40
2021-04-05,JP,Cardano,54
2021-04-12,JP,Cardano,37
2021-04-19,JP,Cardano,50
2021-04-26,JP,Cardano,33
2021-05-03,JP,Cardano,99
2021-05-10,JP,Cardano,80
2021-05-17,JP,Cardano,58
2021-05-24,JP,Cardano,39
2021-05-31,JP,Cardano,58
2021-06-07,JP,Cardano,25
2021-06-14,JP,Cardano,31
2021-06-21,JP,Cardano,27
2021-06-28,JP,Cardano,0
2021-07-05,JP,Cardano,30
2021-07-12,JP,Cardano,25
2021-07-19,JP,Cardano,29
2021-07-26,JP,Cardano,26
2021-08-02,JP,Cardano,40
2021-08-09,JP,Cardano,70
2021-08-16,JP,Cardano,74
2021-08-23,JP,Cardano,95
2021-08-30,JP,Cardano,100
2021-09-06,JP,Cardano,69
2021-09-13,JP,Cardano,65
2021-09-20,JP,Cardano,66
2021-09-27,JP,Cardano,48
2021-10-04,JP,Cardano,42
2021-10-11,JP,Cardano,42
2021-10-18,JP,Cardano,44
2021-10-25,JP,Cardano,33
2021-11-01,JP,Cardano,27
2021-11-08,JP,Cardano,30
2021-11-15,JP,Cardano,49
2021-11-22,JP,Cardano,22
2021-11-29,JP,Cardano,31
2021-12-06,JP,Cardano,26
2021-12-13,JP,Cardano,40
2021-12-20,JP,Cardano,53
2021-12-27,JP,Cardano,64
2022-01-03,JP,Cardano,53
